routeCode,origin,destination,distanceKm
RT21957,GIG,ATL,7641
RT21958,LJU,ABJ,4886
RT21959,LAD,CPH,7169
RT21960,SKG,LOS,4250
RT21961,PPT,LIM,7775
RT21962,IKA,WUH,5796
RT21963,SKG,HAN,7908
RT21964,BFS,ABJ,5496
RT21965,MAD,JED,4517
RT21966,ATH,LUN,5941
RT21967,DAC,BRU,7696
RT21968,WAW,MSP,7529
RT21969,CAN,RUH,6686
RT21970,STL,REC,7732
RT21971,SZX,EVN,6699
RT21972,ANC,HND,5565
RT21973,PER,TPE,6364
RT21974,SSA,LUN,7178
RT21975,OAK,NAS,4429
RT21976,PRG,DOH,4218
RT21977,EVN,REP,6464
RT21978,LOS,BEY,4483
RT21979,VIE,LXZ,6512
RT21980,OGG,CLE,7230
RT21981,CMB,OTP,6633
RT21982,MAD,BNA,6986
RT21983,BEL,BWI,5348
RT21984,CGN,PEK,7806
RT21985,BOM,RIX,5802
RT21986,BLR,MNL,4671
RT21987,BGY,SEZ,7196
RT21988,EIN,REC,7661
RT21989,ARN,SEZ,7874
RT21990,DRW,BKK,4410
RT21991,KTM,MXP,6851
RT21992,MAO,PSP,7183
RT21993,AGP,OVB,6581
RT21994,PVG,DXB,6448
RT21995,ZAG,BWI,7199
RT21996,DUS,BOM,6711
RT21997,SYD,KUL,6584
RT21998,BLR,MUC,7143
RT21999,PHL,ALC,6249
RT22000,PDX,BRS,7793
RT22001,LIS,DEL,7767
RT22002,SLC,ARN,7943
RT22003,CVG,TLL,7313
RT22004,ORD,HNL,6818
RT22005,KBP,TNR,7858
RT22006,KHI,OPO,7073
RT22007,TXL,MAA,7308
RT22008,CDG,ZNZ,7096
RT22009,GLA,IND,5986
RT22010,HAM,BOS,5818
RT22011,ATL,NCL,6565
RT22012,KBP,FOC,7735
RT22013,OVB,REP,4976
RT22014,MCT,DMK,4566
RT22015,BSB,MCO,6096
RT22016,OSL,VVO,7316
RT22017,CLT,VIE,7675
RT22018,PUJ,EDI,6758
RT22019,NCE,MLE,7795
RT22020,ALG,URC,6874
RT22021,ITO,CLT,7349
RT22022,LED,KHH,7857
RT22023,ALG,BOS,6192
RT22024,EDI,AMM,4057
RT22025,SDQ,ONT,5034
RT22026,REC,NAS,5899
RT22027,MAN,CMH,5985
RT22028,NCL,BOS,5051
RT22029,NAN,TPE,7726
RT22030,SAT,TFS,7797
RT22031,LIN,MSP,7418
RT22032,NRT,SUB,5596
RT22033,PRG,BNA,7702
RT22034,IND,STR,7167
RT22035,MRS,ORD,7172
RT22036,ORY,JFK,5832
RT22037,DOH,ACC,5919
RT22038,PIT,RTM,6259
RT22039,MCI,DUB,6515
RT22040,LAX,HNL,4108
RT22041,OTP,CSX,7641
RT22042,SHA,VNO,7591
RT22043,DAR,LHR,7507
RT22044,ASU,MEX,6697
RT22045,REC,NCE,7151
RT22046,AUH,BHX,5624
RT22047,MAO,MSY,4877
RT22048,PVG,ANC,6918
RT22049,MLE,TPE,5592
RT22050,LIM,MSP,6532
RT22051,PEK,CMB,5163
RT22052,ISB,MAN,6145
RT22053,DUB,DOH,5670
RT22054,MNL,CNS,4421
RT22055,PMI,WDH,7065
RT22056,LIN,DKR,4234
RT22057,BUD,CMH,7631
RT22058,MCO,ANC,6134
RT22059,LHR,CLE,6007
RT22060,LGA,UIO,4571
RT22061,RTM,BOS,5540
RT22062,BEL,MTY,6310
RT22063,BER,PUJ,7837
RT22064,DOH,XIY,5532
RT22065,BNE,MNL,5803
RT22066,PHL,VVI,6517
RT22067,CEB,SYD,5697
RT22068,CNF,DUR,7547
RT22069,DME,MSP,7956
RT22070,UPG,MEL,4439
RT22071,BER,OVB,4373
RT22072,RTM,XIY,7933
RT22073,ZNZ,NCE,6411
RT22074,MEL,SGN,6698
RT22075,BOG,DEN,4963
RT22076,DKR,SZG,4620
RT22077,CSX,IKA,5825
RT22078,PER,CMB,5793
RT22079,MNL,KHI,5719
RT22080,YUL,VNO,6540
RT22081,ZRH,XIY,7945
RT22082,PBH,CAI,5602
RT22083,MAA,ZRH,7569
RT22084,AUS,LHR,7893
RT22085,LYS,URC,6196
RT22086,SZG,BOS,6290
RT22087,HRE,RUH,5059
RT22088,KBP,PEK,6430
RT22089,LIN,ZNZ,6470
RT22090,NCE,SDQ,7565
RT22091,GVA,DOH,4635
RT22092,SZX,LHE,4001
RT22093,LAD,LIN,6051
RT22094,OVB,ALG,6113
RT22095,CGO,DOH,6000
RT22096,IST,PKX,7080
RT22097,ABJ,CTA,4066
RT22098,KBP,JFK,7532
RT22099,BUD,BLR,6577
RT22100,BOM,BUD,5746
RT22101,ZAG,PBH,6619
RT22102,TNR,BWN,7838
RT22103,AUS,BEL,6277
RT22104,LGA,RIX,6738
RT22105,DAC,LYS,7786
RT22106,YVR,BOG,6751
RT22107,BLR,HER,5785
RT22108,LOS,PRG,4945
RT22109,MAN,DEN,7275
RT22110,DKR,ZAG,4655
RT22111,PIT,LTN,5959
RT22112,STN,KHI,6291
RT22113,DKR,DUB,4412
RT22114,DSS,CPT,6596
RT22115,URC,DUB,6457
RT22116,OSL,DCA,6244
RT22117,KUL,DAR,7018
RT22118,DSS,CPT,6596
RT22119,KHI,FRA,5695
RT22120,CGN,SDQ,7511
RT22121,BFS,LHE,6621
RT22122,EWR,CDG,5857
RT22123,ZAG,BOS,6605
RT22124,BWI,BEG,7534
RT22125,JED,REP,6871
RT22126,PHL,MAN,5511
RT22127,MXP,LXZ,7156
RT22128,NTE,RUH,4891
RT22129,ANC,PRG,7562
RT22130,GLA,IAD,5517
RT22131,ISB,OTP,4170
RT22132,HKG,BOM,4272
RT22133,DME,KHI,4142
RT22134,VVI,IND,6815
RT22135,PPT,YVR,7867
RT22136,GIG,TFS,6337
RT22137,SHA,MCT,6200
RT22138,BOS,FCO,6568
RT22139,DAC,CNS,7522
RT22140,CAI,WUH,7729
RT22141,NCL,NAS,6858
RT22142,CMN,NAS,6722
RT22143,AMS,PKX,7868
RT22144,EVN,TPE,7169
RT22145,VIE,LGA,6801
RT22146,LHE,MNL,5086
RT22147,DXB,BWN,6721
RT22148,OAK,JFK,4135
RT22149,SDQ,DKR,5557
RT22150,JFK,CTA,7327
RT22151,BOM,HER,4994
RT22152,BOM,CEB,5564
RT22153,CPH,CMH,6754
RT22154,BER,ABJ,5476
RT22155,NCL,RDU,6034
RT22156,DCA,BUD,7356
RT22157,DUB,KWI,5102
RT22158,NCE,SEZ,7222
RT22159,PBH,SEZ,5095
RT22160,NAS,AMS,7317
RT22161,GDL,FOR,7557
RT22162,DUB,REC,7356
RT22163,ABJ,SZG,4996
RT22164,SZX,TBS,6637
RT22165,ANC,NAS,6657
RT22166,PSP,KOA,4194
RT22167,LGW,DOH,5214
RT22168,KHI,ACC,7461
RT22169,TLS,DEL,6770
RT22170,KWI,MPM,6348
RT22171,BOS,TLS,5690
RT22172,ATH,LXZ,6143
RT22173,YYZ,VNO,6994
RT22174,TFS,IST,4342
RT22175,DEL,WAW,5262
RT22176,ITO,MCO,7438
RT22177,WDH,VLC,7138
RT22178,ELP,ITO,5012
RT22179,GLA,BWI,5452
RT22180,PUJ,SAN,5092
RT22181,NTE,DFW,7768
RT22182,LIN,MCO,7845
RT22183,DFW,ITO,5891
RT22184,SZX,CMB,4014
RT22185,PKX,BEY,6996
RT22186,LXZ,UPG,4893
RT22187,BER,DOH,4382
RT22188,MSP,PTY,4198
RT22189,ZAG,URC,5440
RT22190,BOM,LIN,6464
RT22191,ATH,HYD,5748
RT22192,PUJ,NCE,7450
RT22193,CGK,NBO,7750
RT22194,OTP,DSS,5239
RT22195,GVA,REC,7285
RT22196,OSL,DSS,5552
RT22197,PRG,MCI,7902
RT22198,IND,BUD,7857
RT22199,BHX,DKR,4418
RT22200,TPA,LYS,7650
RT22201,YYZ,BCN,6417
RT22202,NAP,ADD,4291
RT22203,HAM,MCO,7582
RT22204,KWL,OTP,7614
RT22205,ICN,DOH,7051
RT22206,VCE,DAC,7238
RT22207,EVN,PBH,4344
RT22208,KOA,JFK,7958
RT22209,DAR,TLS,6782
RT22210,CLE,BEG,7700
RT22211,CPH,BNA,7297
RT22212,LTN,STL,6727
RT22213,BWI,FAO,5866
RT22214,TLL,JED,4347
RT22215,TLV,CSX,7376
RT22216,EWR,BHX,5445
RT22217,FOR,HRE,7723
RT22218,DKR,SVX,7929
RT22219,DFW,LPB,6291
RT22220,DSS,ZAG,4636
RT22221,LAX,PPT,6611
RT22222,DUS,DAC,7531
RT22223,KHI,ZNZ,4595
RT22224,LGA,NTE,5618
RT22225,ITO,ANC,4626
RT22226,GDL,CNF,7850
RT22227,SVO,BWI,7753
RT22228,CSX,RIX,7370
RT22229,KIX,BKK,4160
RT22230,MIA,ASU,6179
RT22231,MLE,BUD,7049
RT22232,VLC,SVX,4746
RT22233,DCA,ZRH,6652
RT22234,DKR,SVO,6508
RT22235,GUM,KOA,6312
RT22236,ISB,VCE,5239
RT22237,SZG,STL,7780
RT22238,VIE,PBH,6543
RT22239,BRU,GEG,7743
RT22240,BOS,WAW,6549
RT22241,BEL,FCO,7739
RT22242,LGW,MSP,6478
RT22243,TLV,SHA,7937
RT22244,PVG,BEY,7841
RT22245,TLS,SEZ,7618
RT22246,TNR,SOF,7268
RT22247,GMP,KHI,5745
RT22248,EDI,ATL,6438
RT22249,CGN,IND,6915
RT22250,VVO,TBS,6793
RT22251,LUN,DEL,7152
RT22252,ANC,RDU,5588
RT22253,AMS,BAH,4775
RT22254,DUS,RDU,6696
RT22255,MEL,RGN,7918
RT22256,SYD,CEB,5697
RT22257,NBO,BOM,4532
RT22258,KIN,NTE,7446
RT22259,LYS,LUN,7184
RT22260,CLE,BHX,5883
RT22261,HGH,HEL,7409
RT22262,MCO,BRS,6813
RT22263,CAN,OTP,7996
RT22264,KWI,CPT,7675
RT22265,ATH,RGN,7318
RT22266,WUH,BNE,7673
RT22267,BEG,SEZ,6522
RT22268,NRT,DEL,5903
RT22269,LIH,KIX,6450
RT22270,BAH,LOS,5460
RT22271,ASU,IND,7815
RT22272,AUH,PMI,5099
RT22273,ZNZ,LOS,4230
RT22274,YUL,CMN,5674
RT22275,JNB,GIG,7151
RT22276,ZNZ,ALC,6429
RT22277,PEK,KWI,6237
RT22278,KWI,GMP,7163
RT22279,EDI,PBH,7680
RT22280,LOS,SAW,4604
RT22281,TFS,BSB,5935
RT22282,MXP,BOM,6508
RT22283,NCE,RDU,7065
RT22284,IND,LIS,6422
RT22285,GMP,SVX,5185
RT22286,PSP,SDQ,4931
RT22287,LIM,SFO,7259
RT22288,POA,CLT,7892
RT22289,BOS,BUD,6715
RT22290,NAP,CMB,7442
RT22291,BAH,VVO,7384
RT22292,KHI,NTE,6432
RT22293,BRU,MCT,5483
RT22294,GVA,ADD,5176
RT22295,ANC,IAD,5387
RT22296,LHR,FOR,7120
RT22297,ACC,MRU,6946
RT22298,KOA,MTY,5734
RT22299,SAW,DEL,4517
RT22300,SHA,KBP,7423
RT22301,RUH,NTE,4891
RT22302,CAI,ZNZ,4126
RT22303,MAA,ALG,7994
RT22304,NBO,URC,7092
RT22305,REP,KHI,4041
RT22306,BKK,SVO,7103
RT22307,FRA,SEZ,7562
RT22308,TBS,SHA,6709
RT22309,HEL,JFK,6607
RT22310,SEA,BRU,7957
RT22311,KIN,AGP,7273
RT22312,BAH,STN,5058
RT22313,FOR,SAT,7368
RT22314,PNH,ADD,7216
RT22315,LHR,REC,7400
RT22316,JFK,FAO,5579
RT22317,LXZ,OTP,5846
RT22318,LPL,MCI,6723
RT22319,DOH,HEL,4396
RT22320,LPB,PIT,6459
RT22321,AGP,EWR,5902
RT22322,YUL,MUC,6150
RT22323,DOH,LIS,5812
RT22324,BRU,CLT,6755
RT22325,TLS,NAS,7252
RT22326,IST,HRE,6587
RT22327,ZNZ,DME,6854
RT22328,MIA,OSL,7615
RT22329,BOD,NBO,6333
RT22330,ARN,TFS,4375
RT22331,MAA,KBP,6075
RT22332,HYD,TXL,6822
RT22333,GYE,TFS,7534
RT22334,BKK,SVX,5856
RT22335,GYD,ALG,4044
RT22336,HEL,MSP,7052
RT22337,SOF,PBH,6086
RT22338,MSQ,KWL,7257
RT22339,IST,MPM,7482
RT22340,NCE,LHE,5907
RT22341,KTM,VCE,6576
RT22342,PNH,SAW,7958
RT22343,FOR,PRG,7820
RT22344,BUD,LUN,7039
RT22345,PIT,BOG,4025
RT22346,FAO,CVG,6509
RT22347,SIN,ZNZ,7238
RT22348,LOS,TLS,4124
RT22349,NAS,LAX,4056
RT22350,FCO,NBO,5399
RT22351,SVX,OPO,5104
RT22352,CLT,BER,7260
RT22353,ADD,OTP,4142
RT22354,IAH,BSB,7196
RT22355,BKK,MEL,7331
RT22356,ISB,MUC,5247
RT22357,CDG,SDQ,7184
RT22358,RTM,MCO,7280
RT22359,BNA,UIO,4122
RT22360,ZRH,CMH,6958
RT22361,SEZ,CGO,7494
RT22362,BEL,NCL,7575
RT22363,MIA,LPB,4883
RT22364,BOD,BOM,7246
RT22365,TFS,VVI,7134
RT22366,EWR,HEL,6621
RT22367,GYD,DAC,4177
RT22368,BOG,EZE,4688
RT22369,SYD,MNL,6262
RT22370,TNR,DSS,7986
RT22371,MCO,STN,7002
RT22372,TBS,DAC,4622
RT22373,RIX,VVO,7019
RT22374,BOI,PTY,5232
RT22375,PRG,LGA,6546
RT22376,BOG,ONT,5538
RT22377,REC,LJU,7771
RT22378,BEG,EWR,7263
RT22379,LJU,ACC,4730
RT22380,OTP,JNB,7865
RT22381,TIA,TNR,7280
RT22382,SGN,ADD,7420
RT22383,PHL,EDI,5374
RT22384,RDU,DKR,6482
RT22385,AMS,BOS,5547
RT22386,LAD,BEY,5295
RT22387,HYD,OTP,5717
RT22388,DUS,BEL,7813
RT22389,LUN,NAP,6419
RT22390,BOS,SAN,4155
RT22391,LOS,MAN,5225
RT22392,LHE,LYS,6030
RT22393,LPB,PHX,7241
RT22394,RUN,BOM,4830
RT22395,PIT,OGG,7377
RT22396,GEG,NAS,4307
RT22397,KIN,PDX,5207
RT22398,ALC,RDU,6724
RT22399,BOS,BEG,6941
RT22400,TPA,CNF,6723
RT22401,ZNZ,AMM,4233
RT22402,TNR,RGN,6637
RT22403,BWN,SVX,7439
RT22404,CMB,VNO,7143
RT22405,LHR,GEG,7477
RT22406,LPL,DOH,5446
RT22407,MSQ,BLR,6252
RT22408,RDU,FCO,7525
RT22409,BNE,LIH,7498
RT22410,NCE,IAD,6771
RT22411,BNE,HKG,6947
RT22412,VNO,KWL,7418
RT22413,KHI,LYS,5923
RT22414,MLE,NRT,7650
RT22415,CTU,CAI,6827
RT22416,RUH,CMN,5295
RT22417,FRA,PHL,6338
RT22418,MXP,URC,5954
RT22419,PUJ,MVD,6079
RT22420,PMI,PHL,6437
RT22421,MAD,YYZ,6057
RT22422,TFS,GIG,6337
RT22423,BOS,ZRH,6010
RT22424,IAD,OPO,5697
RT22425,ELP,GYE,4698
RT22426,IAD,LYS,6518
RT22427,HAN,IKA,5505
RT22428,KIN,MAD,7324
RT22429,JED,ORY,4423
RT22430,BNA,BSL,7418
RT22431,XIY,SJJ,7473
RT22432,BEL,GLA,7501
RT22433,LHE,LAD,7894
RT22434,IAD,LPB,6242
RT22435,FCO,DXB,4343
RT22436,DKR,TIA,4643
RT22437,KUL,ADL,5682
RT22438,FOR,CMH,6640
RT22439,HAN,AUH,5225
RT22440,BLR,SVO,5869
RT22441,PIT,ZAG,7338
RT22442,LED,LGA,6879
RT22443,UPG,BNE,4332
RT22444,CGO,KHI,4597
RT22445,CKG,SEZ,6650
RT22446,LHR,STL,6741
RT22447,PIT,KBP,7898
RT22448,TNR,KBP,7858
RT22449,STN,MCO,7002
RT22450,TXL,IAD,6722
RT22451,KOA,AKL,7012
RT22452,DOH,VTE,5298
RT22453,SJJ,DKR,4681
RT22454,BGY,LHE,5677
RT22455,DEL,CEB,5276
RT22456,JED,XIY,6846
RT22457,LGA,AMS,5843
RT22458,TIJ,PTY,4657
RT22459,SFO,LIM,7259
RT22460,CLT,AGP,6686
RT22461,ISB,CAN,4068
RT22462,ISB,FRA,5461
RT22463,LPL,KHI,6501
RT22464,SJJ,PKX,7645
RT22465,EDI,ACC,5605
RT22466,DAC,NRT,4940
RT22467,CUN,GRU,6602
RT22468,BEG,ABJ,4989
RT22469,ATH,KTM,5747
RT22470,TNR,ZAG,7844
RT22471,VLC,EWR,6074
RT22472,SLC,BHX,7672
RT22473,URC,ALC,7040
RT22474,OGG,SEA,4248
RT22475,YUL,BRS,5073
RT22476,CGN,PHL,6209
RT22477,KIX,OGG,6772
RT22478,MSQ,LXZ,5668
RT22479,RUH,PBH,4251
RT22480,VIE,CLE,7252
RT22481,TLS,BWI,6280
RT22482,FCO,URC,5914
RT22483,BWI,MAD,6053
RT22484,BSL,DSS,4305
RT22485,SGN,BAH,6101
RT22486,CLT,DSS,6714
RT22487,YYZ,PMI,6569
RT22488,ACC,GLA,5602
RT22489,KBP,CGO,6669
RT22490,MLE,OTP,6435
RT22491,MUC,IAD,6842
RT22492,STR,NBO,6166
RT22493,LOS,LGW,4967
RT22494,NCL,PKX,7978
RT22495,BFS,ATL,6295
RT22496,OVB,CEB,6141
RT22497,LOS,CPT,4787
RT22498,BGY,SDQ,7740
RT22499,HRE,CMB,6038
RT22500,HEL,PBH,5991
RT22501,SDQ,LYS,7381
RT22502,DUS,LUN,7701
RT22503,BER,JED,4057
RT22504,HGH,SVX,5410
RT22505,HND,DME,7499
RT22506,DEN,PPT,7900
RT22507,TLS,ATL,7200
RT22508,CGN,JED,4268
RT22509,BWI,CMN,6076
RT22510,BGY,BAH,4204
RT22511,MLE,HGH,5701
RT22512,WUH,SKG,7942
RT22513,UIO,BUR,5646
RT22514,NRT,KOA,6399
RT22515,CMN,MPM,7840
RT22516,AUH,KMG,4848
RT22517,SOF,LOS,4474
RT22518,SSA,CUN,6508
RT22519,PHL,BRS,5543
RT22520,BAH,GMP,7105
RT22521,PRG,IAD,6909
RT22522,LYS,KWI,4142
RT22523,MSQ,BOS,6847
RT22524,ZNZ,ATH,5158
RT22525,KWI,PMI,4258
RT22526,DUS,NBO,6504
RT22527,CUN,BFS,7521
RT22528,LGA,LPB,6397
RT22529,AGP,GIG,7763
RT22530,DOH,MAD,5330
RT22531,FRA,CLT,7058
RT22532,RIX,DSS,5824
RT22533,UPG,TNR,7941
RT22534,ZAG,KTM,6286
RT22535,NCL,YUL,4994
RT22536,MSQ,MSP,7706
RT22537,SUB,CHC,7027
RT22538,BOS,PRG,6251
RT22539,BOS,SSA,6993
RT22540,CLT,BRS,6262
RT22541,KTM,DVO,4814
RT22542,MAN,DEL,6816
RT22543,DKR,CGN,4583
RT22544,MRU,BLR,4333
RT22545,HEL,PIT,6923
RT22546,HNL,MIA,7812
RT22547,PNH,RUN,6485
RT22548,PUJ,BSL,7448
RT22549,LGW,URC,6231
RT22550,LAD,CWB,6822
RT22551,OTP,PHL,7780
RT22552,GYE,PHX,5195
RT22553,GYE,ONT,5633
RT22554,AUH,ZAG,4174
RT22555,SOF,LUN,6472
RT22556,RUN,SIN,5822
RT22557,ANC,MXP,7985
RT22558,TBS,KMG,5576
RT22559,CPT,CWB,6494
RT22560,GMP,HYD,5211
RT22561,BRU,IND,6750
RT22562,LXZ,SJJ,6469
RT22563,ABJ,VIE,5146
RT22564,MAD,PHL,5909
RT22565,CGN,STL,7237
RT22566,ACC,LGW,5064
RT22567,IAD,WAW,7199
RT22568,ITO,GEG,4579
RT22569,STN,YUL,5240
RT22570,CTU,ZNZ,7997
RT22571,PHL,KOA,7851
RT22572,ABJ,HAM,5524
RT22573,AMS,LAD,6849
RT22574,PIT,HNL,7475
RT22575,JNB,POA,7640
RT22576,BRU,PKX,7985
RT22577,PBH,TLL,5986
RT22578,DRW,KIX,5229
RT22579,GYE,LAS,5606
RT22580,BHX,LHE,6381
RT22581,AUH,BRS,5668
RT22582,CDG,CVG,6669
RT22583,MSP,VNO,7525
RT22584,LIN,RUH,4037
RT22585,TBS,HAN,6067
RT22586,TLL,PDX,7966
RT22587,KTM,MRU,6123
RT22588,ALG,TPA,7846
RT22589,LPL,KWI,4878
RT22590,BER,KMG,7787
RT22591,SVX,CKG,4639
RT22592,KIX,RGN,4340
RT22593,ICN,CGK,5263
RT22594,IST,CKG,6933
RT22595,MRU,DXB,5085
RT22596,WAW,DAC,6550
RT22597,BEL,CMH,5776
RT22598,KMG,WAW,7297
RT22599,BOD,FOR,6578
RT22600,VLC,CLE,6616
RT22601,CDG,PBH,7530
RT22602,NRT,PNH,4464
RT22603,KRK,HRE,7643
RT22604,SAW,MRU,7422
RT22605,CAI,ABJ,4617
RT22606,OGG,DEN,5308
RT22607,MTY,ITO,5635
RT22608,BEL,YYZ,5890
RT22609,CDG,STL,7058
RT22610,PHL,LHR,5690
RT22611,CMH,LIN,7121
RT22612,NBO,KBP,5773
RT22613,CPH,KTM,6431
RT22614,PRG,DEL,5715
RT22615,SZX,GYD,6218
RT22616,MAO,PMI,7943
RT22617,BUR,BOG,5608
RT22618,ALG,KIN,7956
RT22619,HND,LXZ,4592
RT22620,DFW,UIO,4161
RT22621,KBP,DCA,7865
RT22622,DEL,ALC,7079
RT22623,FRA,MSP,7048
RT22624,LGA,VIE,6801
RT22625,LAD,VIE,6343
RT22626,LGA,ARN,6284
RT22627,ZNZ,DUB,7876
RT22628,YVR,HEL,7505
RT22629,GUM,REP,4426
RT22630,LXZ,BOD,7882
RT22631,RGN,BAH,4793
RT22632,DXB,VVO,7080
RT22633,TBS,CTU,5334
RT22634,CVG,BFS,5877
RT22635,AKL,PER,5335
RT22636,WAW,KMG,7297
RT22637,CDG,URC,6180
RT22638,CVG,SSA,7510
RT22639,HNL,CMH,7259
RT22640,OTP,CAN,7996
RT22641,GLA,TLV,4026
RT22642,IND,OGG,6874
RT22643,CGK,GYD,7749
RT22644,LHE,LIS,7370
RT22645,SVO,LGA,7472
RT22646,BOD,BOS,5484
RT22647,PUJ,BOD,6816
RT22648,LXZ,HAM,6849
RT22649,PBH,BEY,5152
RT22650,MRU,ISB,6218
RT22651,GLA,LGA,5157
RT22652,KTM,EDI,7412
RT22653,ATH,NBO,4564
RT22654,BSB,PTY,4437
RT22655,MSY,BSB,6824
RT22656,KHI,CTA,5081
RT22657,TLL,PKX,6396
RT22658,BEL,CVG,5815
RT22659,SJC,PTY,5296
RT22660,HER,ZNZ,4849
RT22661,TNR,CGK,6548
RT22662,LUN,VIE,7152
RT22663,DUB,MCO,6541
RT22664,BRS,BNA,6570
RT22665,DUS,DEL,6237
RT22666,OVB,SUB,7478
RT22667,NAS,NCL,6858
RT22668,LTN,IKA,4418
RT22669,MIA,SCL,6657
RT22670,URC,PMI,6726
RT22671,UIO,BNA,4122
RT22672,CKG,RUH,5879
RT22673,TLV,CAN,7616
RT22674,OSL,SDQ,7729
RT22675,VLC,SSA,7020
RT22676,FOC,PER,6447
RT22677,VVO,MCT,6961
RT22678,RUH,ABJ,5816
RT22679,DEN,LPL,7245
RT22680,EWR,KBP,7550
RT22681,TUS,GYE,5022
RT22682,CNF,MSY,7414
RT22683,DEL,NBO,5415
RT22684,OSL,CVG,6613
RT22685,PHL,KBP,7678
RT22686,BSL,ABJ,4831
RT22687,GVA,CLE,6699
RT22688,OSL,ANC,6422
RT22689,PER,PBH,7172
RT22690,LXZ,SEZ,5340
RT22691,KTM,PER,7380
RT22692,LHE,GMP,4783
RT22693,CAN,BAH,6269
RT22694,DEL,NCE,6308
RT22695,EIN,BAH,4704
RT22696,DAR,LJU,6393
RT22697,AUH,HKG,6007
RT22698,BGY,KHI,5564
RT22699,PTY,CWB,5048
RT22700,DUS,ACC,5120
RT22701,SZG,BWI,6883
RT22702,VVI,MTY,6268
RT22703,REC,BGY,7446
RT22704,SZX,RUH,6760
RT22705,SAW,KTM,5260
RT22706,KOA,STL,6570
RT22707,ZNZ,DEL,5604
RT22708,DSS,NCL,4680
RT22709,TNR,REP,7135
RT22710,CLT,RIX,7603
RT22711,URC,BCN,6663
RT22712,MRS,EWR,6300
RT22713,BNE,ITO,7652
RT22714,KWI,CMB,4142
RT22715,CUN,CMN,7781
RT22716,YUL,SZG,6260
RT22717,TPE,BAH,6981
RT22718,FRA,MCT,5179
RT22719,UIO,IND,4503
RT22720,EWR,LJU,6794
RT22721,CLE,BSL,6716
RT22722,LGA,ALC,6102
RT22723,GVA,YYZ,6403
RT22724,GVA,PUJ,7347
RT22725,ISB,SKP,4543
RT22726,CMN,FOR,5256
RT22727,IAD,LIN,6824
RT22728,AUS,BFS,7402
RT22729,DRW,NRT,5449
RT22730,RUH,WDH,6145
RT22731,AUH,LYS,4992
RT22732,KTM,BEG,5966
RT22733,BNA,LGW,6743
RT22734,MVD,BOG,4788
RT22735,ATH,LOS,4060
RT22736,IAH,LPL,7535
RT22737,NTE,GEG,7789
RT22738,HRE,BER,7999
RT22739,MPM,BEG,7963
RT22740,WAW,VTE,7870
RT22741,ZAG,KTM,6286
RT22742,ABJ,DME,6695
RT22743,SLC,BEL,7918
RT22744,RIX,WUH,7197
RT22745,CAN,DRW,4417
RT22746,LAD,GYD,6658
RT22747,BUD,LOS,4789
RT22748,IND,TLL,7323
RT22749,POA,MEX,7515
RT22750,PEK,SUB,5291
RT22751,CGO,TLV,7152
RT22752,ISB,SJJ,4791
RT22753,OTP,NBO,5214
RT22754,WDH,CNF,6339
RT22755,SZX,VNO,7880
RT22756,CTU,VCE,7756
RT22757,CLE,OSL,6260
RT22758,PRG,FOR,7820
RT22759,ATL,LJU,7992
RT22760,PIT,CDG,6275
RT22761,LAD,ZRH,6279
RT22762,HKG,MSQ,7758
RT22763,HEL,WUH,7031
RT22764,ISB,TIA,4707
RT22765,DAR,DAC,6518
RT22766,PRG,CLE,6989
RT22767,ALC,DXB,5397
RT22768,KRK,HYD,6326
RT22769,STL,LIM,5810
RT22770,ICN,MAA,5317
RT22771,OAK,MIA,4141
RT22772,SHA,ARN,7751
RT22773,LIS,MCO,6612
RT22774,KMG,MSQ,6805
RT22775,OTP,CGO,7245
RT22776,TLS,PIT,6460
RT22777,TPE,ADL,6918
RT22778,PUJ,SFO,5619
RT22779,PRG,PBH,6679
RT22780,LGA,BSB,6844
RT22781,OTP,RUN,7868
RT22782,TLL,DEL,5199
RT22783,WAW,KWL,7760
RT22784,MSQ,FOC,7809
RT22785,HNL,BNA,6988
RT22786,DOH,SHA,6751
RT22787,GLA,KWI,5041
RT22788,CUN,VVI,5019
RT22789,SAT,BRS,7859
RT22790,SOF,CSX,7915
RT22791,CPH,PBH,6711
RT22792,HAM,ATL,7329
RT22793,DEL,ADD,4551
RT22794,STL,ITO,6485
RT22795,NBO,VLC,5922
RT22796,BHX,MCT,5937
RT22797,DOH,LIN,4375
RT22798,RDU,SZG,7266
RT22799,DEN,HEL,7970
RT22800,WAW,AUH,4190
RT22801,LED,LXZ,5599
RT22802,MRU,URC,7771
RT22803,KIN,SNA,4432
RT22804,SEZ,PEK,7955
RT22805,LED,ICN,6798
RT22806,LTN,DXB,5499
RT22807,ZAG,DAR,6286
RT22808,BEL,RTM,7712
RT22809,VIE,PKX,7485
RT22810,BEL,CUN,4862
RT22811,AGP,TBS,4240
RT22812,RDU,BER,7074
RT22813,ANC,OVB,6297
RT22814,VIE,KHI,5085
RT22815,ACC,MPM,4975
RT22816,KWI,TPE,7143
RT22817,KOA,GEG,4643
RT22818,IKA,MRU,6247
RT22819,WAW,PBH,6194
RT22820,MSP,CMN,7153
RT22821,AUH,KIX,7684
RT22822,EIN,SDQ,7386
RT22823,KBP,SZX,7599
RT22824,PRG,CKG,7680
RT22825,LPB,JFK,6381
RT22826,LHE,FAO,7350
RT22827,NBO,STN,6841
RT22828,DKR,CVG,7021
